                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    151,                0.78689,                0.49013,                0.90362,                0.96064,                0.98207,                0.99418,                0.84629,                0.72155,                0.39535,                0.90341,               0.002575,               0.002575,               0.002575
                    152,                0.75226,                0.47314,                0.90505,                0.95864,                0.98763,                0.99428,                0.85579,                0.65736,                0.37275,                0.88677,              0.0025255,              0.0025255,              0.0025255
                    153,                0.76687,                0.48127,                0.92632,                0.95864,                0.98763,                0.99428,                0.85579,                0.65736,                0.37275,                0.88677,               0.002476,               0.002476,               0.002476
                    154,                0.72549,                0.47579,                0.90666,                0.95859,                0.98799,                0.99411,                0.85925,                0.66119,                0.37276,                0.88745,              0.0024265,              0.0024265,              0.0024265
                    155,                0.76847,                0.48198,                0.90407,                0.95373,                0.98865,                0.99421,                0.83753,                0.68294,                0.37705,                0.89166,               0.002377,               0.002377,               0.002377
                    156,                 0.7761,                0.49434,                0.92963,                0.94995,                0.98459,                0.99431,                0.86539,                0.64121,                0.37229,                0.88146,              0.0023275,              0.0023275,              0.0023275
                    157,                0.75786,                 0.4791,                0.93546,                0.94995,                0.98459,                0.99431,                0.86539,                0.64121,                0.37229,                0.88146,               0.002278,               0.002278,               0.002278
                    158,                0.77216,                0.47537,                0.91989,                0.95005,                0.98728,                0.99435,                0.86954,                0.65923,                0.37126,                0.88702,              0.0022285,              0.0022285,              0.0022285
                    159,                0.72736,                0.49257,                0.91378,                0.95813,                0.98506,                 0.9944,                0.86461,                0.69054,                0.37053,                0.89286,               0.002179,               0.002179,               0.002179
                    160,                0.78276,                 0.5005,                0.92065,                0.96195,                0.98534,                0.99443,                0.86442,                0.68302,                0.36637,                0.88885,              0.0021295,              0.0021295,              0.0021295
                    161,                0.74665,                0.47012,                0.89618,                0.96419,                 0.9813,                0.99447,                 0.8717,                0.67483,                0.36407,                0.88763,                0.00208,                0.00208,                0.00208
                    162,                0.74746,                0.47068,                0.89018,                0.96419,                 0.9813,                0.99447,                 0.8717,                0.67483,                0.36407,                0.88763,              0.0020305,              0.0020305,              0.0020305
                    163,                0.73154,                0.45535,                0.91628,                0.95895,                0.98097,                0.99447,                0.87158,                0.67827,                0.36286,                 0.8886,               0.001981,               0.001981,               0.001981
                    164,                0.73529,                0.44568,                0.88885,                0.96018,                0.98166,                0.99449,                0.87576,                0.64168,                0.35618,                0.87968,              0.0019315,              0.0019315,              0.0019315
                    165,                 0.7673,                0.47469,                0.89753,                0.96041,                0.98458,                 0.9945,                0.87296,                0.65505,                0.35306,                0.88134,               0.001882,               0.001882,               0.001882
                    166,                0.71788,                0.45123,                0.89743,                0.96189,                0.98619,                0.99454,                0.87354,                0.65145,                0.35261,                0.88212,              0.0018325,              0.0018325,              0.0018325
                    167,                0.70579,                0.44702,                0.89206,                0.96189,                0.98619,                0.99454,                0.87354,                0.65145,                0.35261,                0.88212,               0.001783,               0.001783,               0.001783
                    168,                0.70746,                0.43169,                0.87949,                0.96238,                0.98731,                0.99457,                0.87618,                0.64311,                0.34457,                0.88015,              0.0017335,              0.0017335,              0.0017335
                    169,                0.71726,                0.43096,                0.89196,                0.96377,                0.98741,                0.99458,                0.87773,                0.65909,                0.34943,                0.88285,               0.001684,               0.001684,               0.001684
                    170,                0.71357,                0.45718,                0.88905,                0.96211,                0.98614,                0.99457,                 0.8811,                0.63157,                0.34437,                0.87683,              0.0016345,              0.0016345,              0.0016345
                    171,                0.74115,                0.45424,                0.89498,                0.96211,                0.98614,                0.99457,                 0.8811,                0.63157,                0.34437,                0.87683,               0.001585,               0.001585,               0.001585
                    172,                0.74027,                0.46101,                0.89588,                0.95979,                 0.9829,                0.99456,                0.87915,                0.63468,                0.35092,                0.87646,              0.0015355,              0.0015355,              0.0015355
                    173,                0.67716,                0.43057,                0.89019,                0.96168,                0.98165,                0.99454,                0.88287,                0.65681,                0.35119,                0.87905,               0.001486,               0.001486,               0.001486
                    174,                0.71763,                0.44625,                0.90361,                0.96014,                 0.9851,                0.99459,                0.88231,                0.64883,                0.34942,                 0.8775,              0.0014365,              0.0014365,              0.0014365
                    175,                 0.7108,                0.44629,                0.90525,                0.96032,                0.98351,                0.99458,                0.87718,                0.64828,                0.34527,                0.87756,               0.001387,               0.001387,               0.001387
                    176,                0.72483,                 0.4302,                0.91341,                0.96032,                0.98351,                0.99458,                0.87718,                0.64828,                0.34527,                0.87756,              0.0013375,              0.0013375,              0.0013375
                    177,                0.70801,                0.43375,                0.88206,                   0.96,                0.98531,                0.99458,                0.87536,                0.63018,                0.34133,                0.87321,               0.001288,               0.001288,               0.001288
                    178,                 0.7074,                0.45009,                 0.8948,                0.96118,                0.98276,                0.99462,                 0.8812,                0.62471,                0.33683,                0.87283,              0.0012385,              0.0012385,              0.0012385
                    179,                0.68171,                0.42447,                0.88927,                0.96245,                0.98201,                0.99468,                0.87436,                0.63984,                0.33676,                0.87742,               0.001189,               0.001189,               0.001189
                    180,                0.68351,                0.42276,                0.89222,                0.96245,                0.98201,                0.99468,                0.87436,                0.63984,                0.33676,                0.87742,              0.0011395,              0.0011395,              0.0011395
                    181,                0.70951,                0.43923,                0.90776,                0.96179,                0.98238,                0.99471,                0.88106,                0.62374,                0.33413,                0.87429,                0.00109,                0.00109,                0.00109
                    182,                0.70025,                0.44988,                 0.8713,                0.95966,                0.98097,                0.99472,                  0.877,                0.62447,                0.33694,                 0.8754,              0.0010405,              0.0010405,              0.0010405
                    183,                0.70262,                0.44176,                0.88247,                0.95762,                0.98322,                0.99474,                 0.8835,                0.61441,                0.33415,                0.87318,               0.000991,               0.000991,               0.000991
                    184,                0.66966,                0.41564,                0.88682,                 0.9593,                0.98336,                0.99474,                0.88155,                0.62155,                0.33242,                0.87514,              0.0009415,              0.0009415,              0.0009415
                    185,                0.69688,                0.41787,                0.89495,                 0.9593,                0.98336,                0.99474,                0.88155,                0.62155,                0.33242,                0.87514,               0.000892,               0.000892,               0.000892
                    186,                0.70765,                0.43391,                0.90175,                0.95912,                0.98372,                0.99474,                0.88228,                0.62927,                0.33249,                0.87601,              0.0008425,              0.0008425,              0.0008425
                    187,                0.67883,                0.41172,                0.88167,                0.95911,                0.98481,                0.99473,                0.88912,                0.60691,                0.32715,                0.87054,               0.000793,               0.000793,               0.000793
                    188,                0.65342,                0.40728,                0.87998,                0.96295,                0.98495,                0.99474,                0.89275,                0.61376,                0.32794,                0.87117,              0.0007435,              0.0007435,              0.0007435
                    189,                0.66788,                0.41525,                0.88711,                0.96295,                0.98495,                0.99474,                0.89275,                0.61376,                0.32794,                0.87117,               0.000694,               0.000694,               0.000694
                    190,                0.75411,                0.43264,                0.89877,                 0.9623,                0.98382,                0.99472,                0.89395,                0.59523,                0.32505,                0.86623,              0.0006445,              0.0006445,              0.0006445
                    191,                0.71596,                0.41829,                0.89516,                0.95897,                0.98793,                0.99467,                0.88497,                0.59676,                0.33051,                0.86622,               0.000595,               0.000595,               0.000595
                    192,                0.64046,                0.37823,                0.89691,                0.95779,                0.98785,                0.99462,                0.86508,                0.61002,                0.33957,                0.86856,              0.0005455,              0.0005455,              0.0005455
                    193,                0.65157,                 0.4053,                0.86238,                0.95809,                 0.9852,                0.99454,                0.86053,                0.61895,                  0.341,                0.86985,               0.000496,               0.000496,               0.000496
                    194,                0.66449,                0.40187,                0.87158,                0.95809,                 0.9852,                0.99454,                0.86053,                0.61895,                  0.341,                0.86985,              0.0004465,              0.0004465,              0.0004465
                    195,                0.65766,                0.38239,                 0.8866,                0.95919,                0.98343,                0.99447,                0.85885,                0.62701,                0.34134,                0.87209,               0.000397,               0.000397,               0.000397
                    196,                0.65084,                0.38619,                0.89444,                0.96071,                0.98399,                0.99453,                0.86005,                0.61641,                0.33617,                 0.8696,              0.0003475,              0.0003475,              0.0003475
                    197,                0.66088,                0.38925,                0.88489,                 0.9611,                0.98416,                0.99452,                0.86181,                0.61182,                0.33271,                0.86882,               0.000298,               0.000298,               0.000298
                    198,                0.67653,                0.39232,                0.87257,                0.96201,                0.98381,                 0.9945,                0.86325,                0.61112,                0.33306,                0.86856,              0.0002485,              0.0002485,              0.0002485
                    199,                0.65298,                0.38276,                0.90211,                0.96201,                0.98381,                 0.9945,                0.86325,                0.61112,                0.33306,                0.86856,               0.000199,               0.000199,               0.000199
